cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851121,0.000364,163.958820,1093.058803
II,0.807512,0.000346,155.558037,1037.053578
III,0.290544,0.000124,55.969923,373.132821
IV,0.146861,0.000063,28.291136,188.607575
