proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8102,7604,2961,1923
2,10000,8076,7592,3098,1965
3,10000,8493,8065,2787,1282
4,10000,8458,7997,2826,1369
5,10000,8734,8331,2954,2017
6,10000,8800,8362,2925,1932
