cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847617,0.000666,299.548977,1996.993182
II,0.803252,0.000631,283.870282,1892.468546
III,0.280561,0.000220,99.150598,661.003985
IV,0.132360,0.000104,46.776353,311.842353
