evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,420,0.2,450,1000,48.218937,1385.299095,1.288116,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.2,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.2/significance.txt,False,True,True
2,420,0.1,450,1000,269.756201,1385.299095,7.029724,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.1,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.1/significance.txt,False,True,True
3,420,0.141421356237,450,1000,121.558666,1385.299095,3.219886,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.141421356237,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.141421356237/significance.txt,False,True,True
4,420,0.168179283051,450,1000,77.984968,1385.299095,2.076054,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.168179283051,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.168179283051/significance.txt,False,True,True
5,420,0.183400808641,450,1000,58.444316,1385.299095,1.559405,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.183400808641,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-420-tanphi-0.183400808641/significance.txt,False,True,True
