evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,260,0.44,450,1000,50.736004,1385.299095,1.354956,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.44,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.44/significance.txt,False,True,True
2,260,0.22,450,1000,168.207479,1385.299095,4.432205,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.22,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.22/significance.txt,False,True,True
3,260,0.311126983722,450,1000,93.648032,1385.299095,2.488515,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.311126983722,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.311126983722/significance.txt,False,True,True
4,260,0.369994422712,450,1000,69.640300,1385.299095,1.855708,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.369994422712,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.369994422712/significance.txt,False,True,True
5,260,0.40348177901,450,1000,62.314876,1385.299095,1.661926,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.40348177901,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-260-tanphi-0.40348177901/significance.txt,False,True,True
