evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,860,0.075,450,1000,50.011912,1385.299095,1.335732,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.075,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.075/significance.txt,False,True,True
2,860,0.0375,450,1000,223.879972,1385.299095,5.863115,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.0375,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.0375/significance.txt,False,True,True
3,860,0.053033008589,450,1000,102.003144,1385.299095,2.707935,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.053033008589,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.053033008589/significance.txt,False,True,True
4,860,0.063067231144,450,1000,69.464058,1385.299095,1.851049,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.063067231144,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.063067231144/significance.txt,False,True,True
5,860,0.0687753032403,450,1000,61.458726,1385.299095,1.639257,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.0687753032403,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-860-tanphi-0.0687753032403/significance.txt,False,True,True
