evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,820,0.082,450,1000,49.423278,1385.299095,1.320102,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.082,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.082/significance.txt,False,True,True
2,820,0.041,450,1000,223.259307,1385.299095,5.847256,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.041,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.041/significance.txt,False,True,True
3,820,0.0579827560573,450,1000,110.680709,1385.299095,2.935385,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0579827560573,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0579827560573/significance.txt,False,True,True
4,820,0.0689535060508,450,1000,76.372058,1385.299095,2.033497,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0689535060508,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0689535060508/significance.txt,False,True,True
5,820,0.0751943315428,450,1000,64.356372,1385.299095,1.715963,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0751943315428,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-820-tanphi-0.0751943315428/significance.txt,False,True,True
