evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,620,0.129,450,1000,51.142751,1385.299095,1.365754,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.129,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.129/significance.txt,False,True,True
2,620,0.0645,450,1000,223.687261,1385.299095,5.858191,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.0645,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.0645/significance.txt,False,True,True
3,620,0.0912167747731,450,1000,109.013636,1385.299095,2.891723,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.0912167747731,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.0912167747731/significance.txt,False,True,True
4,620,0.108475637568,450,1000,74.611249,1385.299095,1.987020,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.108475637568,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.108475637568/significance.txt,False,True,True
5,620,0.118293521574,450,1000,59.599501,1385.299095,1.590012,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.118293521574,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-620-tanphi-0.118293521574/significance.txt,False,True,True
