evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,340,10.8,450,1000,47.263580,1385.299095,1.262737,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-10.8,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-10.8/significance.txt,False,True,True
2,340,21.6,450,1000,301.309941,1385.299095,7.825777,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-21.6,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-21.6/significance.txt,False,True,True
3,340,15.2735064736,450,1000,110.397529,1385.299095,2.927969,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-15.2735064736,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-15.2735064736/significance.txt,False,True,True
4,340,12.843436842,450,1000,84.106270,1385.299095,2.237424,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-12.843436842,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-12.843436842/significance.txt,False,True,True
5,340,11.7774835128,450,1000,58.488565,1385.299095,1.560577,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-11.7774835128,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-340-tanphi-11.7774835128/significance.txt,False,True,True
