evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,980,0.056,450,1000,54.612424,1385.299095,1.457817,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.056,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.056/significance.txt,False,True,True
2,980,0.028,450,1000,263.742241,1385.299095,6.877420,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.028,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.028/significance.txt,False,True,True
3,980,0.0395979797464,450,1000,119.858015,1385.299095,3.175453,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0395979797464,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0395979797464/significance.txt,False,True,True
4,980,0.0470901992542,450,1000,72.237098,1385.299095,1.924323,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0470901992542,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0470901992542/significance.txt,False,True,True
5,980,0.0513522264195,450,1000,66.644463,1385.299095,1.776498,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0513522264195,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0513522264195/significance.txt,False,True,True
6,980,0.0536257837191,450,1000,59.940064,1385.299095,1.599034,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0536257837191,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-980-tanphi-0.0536257837191/significance.txt,False,True,True
