evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,180,2.105,450,1000,82.885316,1385.299095,2.205255,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-2.105,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-2.105/significance.txt,False,True,True
2,180,1.0525,450,1000,28.504351,1385.299095,0.763238,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.0525,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.0525/significance.txt,False,True,True
3,180,1.4884597744,450,1000,49.535770,1385.299095,1.323089,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.4884597744,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.4884597744/significance.txt,False,True,True
4,180,1.77008695411,450,1000,65.741036,1385.299095,1.752600,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.77008695411,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.77008695411/significance.txt,False,True,True
5,180,1.62317689374,450,1000,62.253921,1385.299095,1.660312,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.62317689374,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-180-tanphi-1.62317689374/significance.txt,False,True,True
