evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,460,0.18,450,1000,56.624875,1385.299095,1.511180,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.18,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.18/significance.txt,False,True,True
2,460,0.09,450,1000,264.640444,1385.299095,6.900179,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.09,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.09/significance.txt,False,True,True
3,460,0.127279220614,450,1000,118.022580,1385.299095,3.127480,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.127279220614,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.127279220614/significance.txt,False,True,True
4,460,0.151361354746,450,1000,86.991087,1385.299095,2.313395,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.151361354746,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.151361354746/significance.txt,False,True,True
5,460,0.165060727777,450,1000,63.167527,1385.299095,1.684498,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.165060727777,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-460-tanphi-0.165060727777/significance.txt,False,True,True
