evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,740,0.098,450,1000,51.862831,1385.299095,1.384866,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.098,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.098/significance.txt,False,True,True
2,740,0.049,450,1000,236.210647,1385.299095,6.177769,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.049,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.049/significance.txt,False,True,True
3,740,0.0692964645563,450,1000,112.909855,1385.299095,2.993742,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0692964645563,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0692964645563/significance.txt,False,True,True
4,740,0.0824078486949,450,1000,77.756562,1385.299095,2.070029,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0824078486949,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0824078486949/significance.txt,False,True,True
5,740,0.0898663962341,450,1000,66.717119,1385.299095,1.778419,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0898663962341,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0898663962341/significance.txt,False,True,True
6,740,0.0938451215085,450,1000,54.206376,1385.299095,1.447047,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0938451215085,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0938451215085/significance.txt,False,True,True
7,740,0.0918342140714,450,1000,57.413292,1385.299095,1.532080,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0918342140714,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0918342140714/significance.txt,False,True,True
8,740,0.0908449771291,450,1000,62.007276,1385.299095,1.653782,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0908449771291,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-740-tanphi-0.0908449771291/significance.txt,False,True,True
