evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,300,0.403,450,1000,45.354022,1385.299095,1.211992,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.403,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.403/significance.txt,False,True,True
2,300,0.2015,450,1000,168.698596,1385.299095,4.444902,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.2015,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.2015/significance.txt,False,True,True
3,300,0.284964032818,450,1000,78.241847,1385.299095,2.082831,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.284964032818,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.284964032818/significance.txt,False,True,True
4,300,0.338881255347,450,1000,61.140898,1385.299095,1.630840,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.338881255347,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-300-tanphi-0.338881255347/significance.txt,False,True,True
