evaluation_index,mass,tanphi,integrated_luminosity_in_fb,number_of_events_per_process,final_signal_yield,final_background_yield,final_asimov_significance,generated_signal_point_directory,significance_output_path,reused_existing_generated_signal_point,reran_generator_and_compressor,reran_cuts
1,900,0.068,450,1000,52.654940,1385.299095,1.405887,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.068,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.068/significance.txt,False,True,True
2,900,0.034,450,1000,246.988234,1385.299095,6.452131,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.034,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.034/significance.txt,False,True,True
3,900,0.0480832611207,450,1000,105.971690,1385.299095,2.812011,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0480832611207,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0480832611207/significance.txt,False,True,True
4,900,0.0571809562373,450,1000,75.212195,1385.299095,2.002884,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0571809562373,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0571809562373/significance.txt,False,True,True
5,900,0.0623562749379,450,1000,62.202123,1385.299095,1.658941,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0623562749379,/home/patricio/Documents/top-quark-signatures-in-331/exclusion/generated-signal/generated-m-900-tanphi-0.0623562749379/significance.txt,False,True,True
