process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,14250.136648,95000.910984
pass_cut_i_bjet,820,817,845,864,892,888,12142.588348,80950.588989
pass_cut_ii_met,759,769,807,812,860,850,11498.762610,76658.417397
pass_cut_iii_same_sign_dilepton,285,293,276,287,289,281,4013.182851,26754.552337
pass_cut_iv_mll,192,207,131,133,195,198,1932.301187,12882.007915
pass_cut_i_bjet_frac,0.820000,0.817000,0.845000,0.864000,0.892000,0.888000,0.852103,0.852103
pass_cut_ii_met_frac,0.759000,0.769000,0.807000,0.812000,0.860000,0.850000,0.806923,0.806923
pass_cut_iii_same_sign_dilepton_frac,0.285000,0.293000,0.276000,0.287000,0.289000,0.281000,0.281624,0.281624
pass_cut_iv_mll_frac,0.192000,0.207000,0.131000,0.133000,0.195000,0.198000,0.135599,0.135599
