cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867162,0.001151,518.006654,3453.377697
II,0.839811,0.001115,501.668394,3344.455958
III,0.291965,0.000388,174.407866,1162.719104
IV,0.182493,0.000242,109.013636,726.757574
