process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,597.358588,3982.390585
pass_cut_i_bjet,837,822,882,852,912,906,518.006654,3453.377697
pass_cut_ii_met,792,787,854,826,892,880,501.668394,3344.455958
pass_cut_iii_same_sign_dilepton,302,309,287,297,232,260,174.407866,1162.719104
pass_cut_iv_mll,225,233,181,182,198,224,109.013636,726.757574
pass_cut_i_bjet_frac,0.837000,0.822000,0.882000,0.852000,0.912000,0.906000,0.867162,0.867162
pass_cut_ii_met_frac,0.792000,0.787000,0.854000,0.826000,0.892000,0.880000,0.839811,0.839811
pass_cut_iii_same_sign_dilepton_frac,0.302000,0.309000,0.287000,0.297000,0.232000,0.260000,0.291965,0.291965
pass_cut_iv_mll_frac,0.225000,0.233000,0.181000,0.182000,0.198000,0.224000,0.182493,0.182493
