cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858969,0.003072,1382.588605,9217.257367
II,0.819199,0.002930,1318.574983,8790.499889
III,0.282754,0.001011,455.117870,3034.119133
IV,0.164415,0.000588,264.640444,1764.269625
