cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857181,0.000681,306.492773,2043.285154
II,0.813281,0.000646,290.795978,1938.639853
III,0.280367,0.000223,100.247715,668.318099
IV,0.136263,0.000108,48.721907,324.812713
