cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.845194,0.000290,130.465476,869.769841
II,0.805355,0.000276,124.315923,828.772823
III,0.288720,0.000099,44.567256,297.115040
IV,0.165950,0.000057,25.616254,170.775028
