proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8012,7572,2905,2054
2,10000,8149,7676,3100,2117
3,10000,8547,8179,2817,1498
4,10000,8604,8211,2890,1548
5,10000,8904,8543,2960,2173
6,10000,8910,8556,2970,2111
