process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,340.779366,2271.862439
pass_cut_i_bjet,820,831,876,851,898,910,294.372454,1962.483026
pass_cut_ii_met,783,794,855,826,874,885,286.514659,1910.097727
pass_cut_iii_same_sign_dilepton,287,306,283,256,238,246,92.279273,615.195151
pass_cut_iv_mll,227,240,175,173,204,205,59.599501,397.330008
pass_cut_i_bjet_frac,0.820000,0.831000,0.876000,0.851000,0.898000,0.910000,0.863821,0.863821
pass_cut_ii_met_frac,0.783000,0.794000,0.855000,0.826000,0.874000,0.885000,0.840763,0.840763
pass_cut_iii_same_sign_dilepton_frac,0.287000,0.306000,0.283000,0.256000,0.238000,0.246000,0.270789,0.270789
pass_cut_iv_mll_frac,0.227000,0.240000,0.175000,0.173000,0.204000,0.205000,0.174892,0.174892
