cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.863821,0.000654,294.372454,1962.483026
II,0.840763,0.000637,286.514659,1910.097727
III,0.270789,0.000205,92.279273,615.195151
IV,0.174892,0.000132,59.599501,397.330008
