cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.869540,0.002906,1307.779459,8718.529728
II,0.837161,0.002798,1259.081110,8393.874068
III,0.289118,0.000966,434.829923,2898.866155
IV,0.182146,0.000609,273.946014,1826.306761
