proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8007,7542,3040,1989
2,10000,8123,7625,3064,1929
3,10000,8331,7873,2808,1358
4,10000,8497,8056,2886,1352
5,10000,8749,8296,2860,1846
6,10000,8703,8277,2852,1894
