cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840971,0.000526,236.523009,1576.820060
II,0.795977,0.000497,223.868523,1492.456818
III,0.284514,0.000178,80.019560,533.463730
IV,0.135541,0.000085,38.120918,254.139453
