cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.866207,0.000585,263.243328,1754.955518
II,0.840520,0.000568,255.436776,1702.911838
III,0.281705,0.000190,85.611076,570.740504
IV,0.191719,0.000129,58.264097,388.427316
