proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8062,7561,3051,2023
2,10000,8130,7664,3110,2021
3,10000,8445,7975,2800,1317
4,10000,8434,7967,2830,1328
5,10000,8793,8353,2947,1961
6,10000,8754,8313,2876,1956
