cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848864,0.000495,222.824972,1485.499811
II,0.807847,0.000471,212.058088,1413.720589
III,0.282362,0.000165,74.119324,494.128829
IV,0.149406,0.000087,39.218735,261.458232
