proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8059,7585,2984,2100
2,10000,8104,7594,3024,2098
3,10000,8538,8144,2825,1485
4,10000,8470,8049,2806,1450
5,10000,8861,8514,2897,2084
6,10000,8874,8504,3007,2196
