cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852911,0.000233,104.908739,699.391592
II,0.810330,0.000221,99.671185,664.474564
III,0.293040,0.000080,36.044153,240.294353
IV,0.157377,0.000043,19.357472,129.049812
