proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8115,7650,3002,2146
2,10000,8114,7623,3074,2171
3,10000,8555,8141,2849,1479
4,10000,8581,8152,3001,1566
5,10000,8860,8486,3001,2203
6,10000,8911,8549,2943,2144
