proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8096,7630,2973,2119
2,10000,8170,7673,3009,2053
3,10000,8530,8082,2824,1489
4,10000,8544,8142,2898,1564
5,10000,8913,8550,2963,2131
6,10000,8878,8534,2930,2162
