cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.843231,0.000566,254.636384,1697.575891
II,0.799201,0.000536,241.340515,1608.936766
III,0.289263,0.000194,87.350848,582.338989
IV,0.166926,0.000112,50.407833,336.052221
