cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.860836,0.000677,304.560705,2030.404700
II,0.838500,0.000659,296.658413,1977.722750
III,0.245959,0.000193,87.019596,580.130643
IV,0.188369,0.000148,66.644463,444.296423
