cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848503,0.000287,129.128307,860.855383
II,0.805637,0.000272,122.604741,817.364938
III,0.287942,0.000097,43.820129,292.134192
IV,0.141132,0.000048,21.478008,143.186719
