proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8073,7603,3005,2010
2,10000,8151,7680,3072,2131
3,10000,8463,8059,2849,1391
4,10000,8510,8054,2913,1433
5,10000,8826,8413,2943,2041
6,10000,8827,8406,2961,2091
