process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,263.043237,1753.621581
pass_cut_i_bjet,819,830,873,863,889,902,228.112227,1520.748177
pass_cut_ii_met,771,781,851,842,876,888,222.256191,1481.707941
pass_cut_iii_same_sign_dilepton,292,281,244,265,204,211,66.962068,446.413785
pass_cut_iv_mll,230,224,174,195,179,177,48.622517,324.150110
pass_cut_i_bjet_frac,0.819000,0.830000,0.873000,0.863000,0.889000,0.902000,0.867204,0.867204
pass_cut_ii_met_frac,0.771000,0.781000,0.851000,0.842000,0.876000,0.888000,0.844942,0.844942
pass_cut_iii_same_sign_dilepton_frac,0.292000,0.281000,0.244000,0.265000,0.204000,0.211000,0.254567,0.254567
pass_cut_iv_mll_frac,0.230000,0.224000,0.174000,0.195000,0.179000,0.177000,0.184846,0.184846
