cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867204,0.000507,228.112227,1520.748177
II,0.844942,0.000494,222.256191,1481.707941
III,0.254567,0.000149,66.962068,446.413785
IV,0.184846,0.000108,48.622517,324.150110
