cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.868314,0.002285,1028.283756,6855.225038
II,0.842193,0.002216,997.350532,6649.003549
III,0.272220,0.000716,322.370807,2149.138716
IV,0.199463,0.000525,236.210647,1574.737649
