proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8062,7583,2947,2050
2,10000,8101,7675,3167,2186
3,10000,8555,8171,2910,1570
4,10000,8549,8111,2962,1584
5,10000,8934,8577,2951,2153
6,10000,8787,8426,2911,2150
