cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.842386,0.000627,282.176287,1881.175249
II,0.800234,0.000596,268.056448,1787.042990
III,0.296629,0.000221,99.362769,662.418462
IV,0.172294,0.000128,57.713774,384.758490
