cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867818,0.000598,269.112667,1794.084448
II,0.826771,0.000570,256.383682,1709.224549
III,0.287769,0.000198,89.238034,594.920226
IV,0.162199,0.000112,50.298305,335.322034
