cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840739,0.000714,321.109679,2140.731192
II,0.800882,0.000680,305.886778,2039.245186
III,0.293479,0.000249,112.090587,747.270578
IV,0.149390,0.000127,57.057742,380.384948
