process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.225000e+02,1.000000e+00,1.488260e-07,5.346060e-10,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.225000e+02,1.000000e+00,1.355903e-07,4.425249e-10,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.225000e+02,1.000000e+00,3.587952e-04,1.118820e-06,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.225000e+02,1.000000e+00,3.263781e-04,9.766532e-07,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.225000e+02,1.000000e+00,2.256561e-09,7.647792e-12,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.225000e+02,1.000000e+00,2.105184e-09,7.134736e-12,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
