proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8102,7616,2918,2003
2,10000,8092,7610,3084,2067
3,10000,8512,8108,2837,1496
4,10000,8516,8099,2834,1476
5,10000,8877,8423,2913,2093
6,10000,8881,8458,2951,2095
