process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,6216.056425,41440.376169
pass_cut_i_bjet,816,820,858,866,867,883,5350.009935,35666.732903
pass_cut_ii_met,774,768,817,819,830,853,5077.158434,33847.722891
pass_cut_iii_same_sign_dilepton,294,314,319,289,285,305,1894.926464,12632.843091
pass_cut_iv_mll,195,218,174,146,201,206,1006.692879,6711.285862
pass_cut_i_bjet_frac,0.816000,0.820000,0.858000,0.866000,0.867000,0.883000,0.860676,0.860676
pass_cut_ii_met_frac,0.774000,0.768000,0.817000,0.819000,0.830000,0.853000,0.816781,0.816781
pass_cut_iii_same_sign_dilepton_frac,0.294000,0.314000,0.319000,0.289000,0.285000,0.305000,0.304844,0.304844
pass_cut_iv_mll_frac,0.195000,0.218000,0.174000,0.146000,0.201000,0.206000,0.161950,0.161950
