cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.860676,0.011889,5350.009935,35666.732903
II,0.816781,0.011283,5077.158434,33847.722891
III,0.304844,0.004211,1894.926464,12632.843091
IV,0.161950,0.002237,1006.692879,6711.285862
