process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,251.375396,1675.835973
pass_cut_i_bjet,815,823,870,864,896,918,217.795647,1451.970981
pass_cut_ii_met,763,783,837,836,880,895,210.016594,1400.110629
pass_cut_iii_same_sign_dilepton,263,288,277,272,243,252,69.049111,460.327404
pass_cut_iv_mll,195,226,178,183,209,221,45.449291,302.995273
pass_cut_i_bjet_frac,0.815000,0.823000,0.870000,0.864000,0.896000,0.918000,0.866416,0.866416
pass_cut_ii_met_frac,0.763000,0.783000,0.837000,0.836000,0.880000,0.895000,0.835470,0.835470
pass_cut_iii_same_sign_dilepton_frac,0.263000,0.288000,0.277000,0.272000,0.243000,0.252000,0.274685,0.274685
pass_cut_iv_mll_frac,0.195000,0.226000,0.178000,0.183000,0.209000,0.221000,0.180802,0.180802
