cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.866416,0.000484,217.795647,1451.970981
II,0.835470,0.000467,210.016594,1400.110629
III,0.274685,0.000153,69.049111,460.327404
IV,0.180802,0.000101,45.449291,302.995273
