process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,377.758717,2518.391445
pass_cut_i_bjet,827,802,876,851,887,885,326.358049,2175.720326
pass_cut_ii_met,784,742,843,814,860,859,313.136224,2087.574826
pass_cut_iii_same_sign_dilepton,307,306,303,300,269,279,113.947943,759.652952
pass_cut_iv_mll,218,218,170,166,218,214,63.672866,424.485770
pass_cut_i_bjet_frac,0.827000,0.802000,0.876000,0.851000,0.887000,0.885000,0.863933,0.863933
pass_cut_ii_met_frac,0.784000,0.742000,0.843000,0.814000,0.860000,0.859000,0.828932,0.828932
pass_cut_iii_same_sign_dilepton_frac,0.307000,0.306000,0.303000,0.300000,0.269000,0.279000,0.301642,0.301642
pass_cut_iv_mll_frac,0.218000,0.218000,0.170000,0.166000,0.218000,0.214000,0.168554,0.168554
