cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.863933,0.000725,326.358049,2175.720326
II,0.828932,0.000696,313.136224,2087.574826
III,0.301642,0.000253,113.947943,759.652952
IV,0.168554,0.000141,63.672866,424.485770
