proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8097,7615,3033,1925
2,10000,8128,7654,3080,1945
3,10000,8356,7914,2715,1318
4,10000,8385,7950,2707,1276
5,10000,8702,8241,2823,1856
6,10000,8722,8306,2959,1977
