cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.836958,0.000716,322.208163,2148.054422
II,0.793087,0.000678,305.318881,2035.459208
III,0.271142,0.000232,104.382898,695.885988
IV,0.129850,0.000111,49.989129,333.260858
