proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8101,7597,2919,1928
2,10000,8155,7653,3115,2060
3,10000,8376,7976,2820,1365
4,10000,8556,8095,2915,1400
5,10000,8812,8380,2884,1969
6,10000,8794,8342,2933,2011
