cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.861660,0.000733,329.923831,2199.492206
II,0.824001,0.000701,315.504627,2103.364183
III,0.279772,0.000238,107.122661,714.151073
IV,0.164974,0.000140,63.167527,421.116849
