cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.811611,0.001291,580.930854,3872.872360
II,0.759881,0.001209,543.904105,3626.027364
III,0.269915,0.000429,193.198113,1287.987419
IV,0.115798,0.000184,82.885316,552.568776
