cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855669,0.000215,96.624849,644.165659
II,0.812591,0.000204,91.760284,611.735227
III,0.286359,0.000072,32.336529,215.576862
IV,0.148570,0.000037,16.777033,111.846884
