proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8055,7596,2960,2058
2,10000,8213,7734,3045,2119
3,10000,8552,8151,2803,1468
4,10000,8563,8099,2931,1504
5,10000,8798,8392,2912,2021
6,10000,8822,8423,2949,2123
