proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8061,7564,2886,1950
2,10000,8148,7644,3045,1993
3,10000,8459,8018,2864,1396
4,10000,8437,7990,2918,1359
5,10000,8801,8366,2953,2041
6,10000,8787,8370,3003,2045
