proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8066,7575,2964,2045
2,10000,8088,7594,3099,2015
3,10000,8421,7961,2802,1365
4,10000,8508,8059,2933,1425
5,10000,8786,8347,2927,1967
6,10000,8847,8423,2921,1956
