cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846205,0.000526,236.658855,1577.725702
II,0.800725,0.000498,223.939327,1492.928848
III,0.286423,0.000178,80.104072,534.027145
IV,0.139382,0.000087,38.981086,259.873909
