proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8094,7620,2969,1984
2,10000,8120,7633,3057,2022
3,10000,8533,8047,2701,1306
4,10000,8442,7979,2902,1403
5,10000,8812,8401,2911,1990
6,10000,8825,8408,2955,2007
